what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1504179025126
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1504179025127
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1504179025128
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1504179025128
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1504179025129
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1504179025130
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1504179025130
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1504179025130
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1504179025131
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1504179025131
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1504179025132
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1504179025132
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1504179025132
started,bundle,com.google.appengine.eclipse.core,2.3.2.r36v201106211634,"com.google.appengine.eclipse.core",1504179025133
started,bundle,com.google.gdt.eclipse.core,2.3.2.r36v201106211634,"com.google.gdt.eclipse.core",1504179025133
started,bundle,com.google.gdt.eclipse.login,2.3.2.r36v201106211634,"com.google.gdt.eclipse.login",1504179025133
started,bundle,com.google.gdt.eclipse.managedapis,2.3.2.r36v201106211634,"com.google.gdt.eclipse.managedapis",1504179025134
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1504179025134
started,bundle,org.eclipse.wb.core,1.0.0.r36x201106161401,"org.eclipse.wb.core",1504179025135
started,bundle,org.eclipse.wb.core.lib,1.0.0.r36x201106161401,"org.eclipse.wb.core.lib",1504179025135
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1504179025136
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1504179025136
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1504179025136
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1504179025136
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1504179025137
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1504179025137
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1504179025137
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1504179025138
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1504179025138
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1504179025138
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1504179025139
os,sysinfo,,,"linux",1504179025141
arch,sysinfo,,,"x86_64",1504179025141
ws,sysinfo,,,"gtk",1504179025141
locale,sysinfo,,,"fr_FR",1504179025141
processors,sysinfo,,,"4",1504179025141
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1504179025141
java.runtime.version,sysinfo,,,"1.6.0_41-b41",1504179025141
java.specification.name,sysinfo,,,"Java Platform API Specification",1504179025141
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1504179025141
java.specification.version,sysinfo,,,"1.6",1504179025141
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1504179025141
java.version,sysinfo,,,"1.6.0_41",1504179025141
java.vm.info,sysinfo,,,"mixed mode",1504179025141
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1504179025141
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1504179025141
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1504179025141
java.vm.specification.version,sysinfo,,,"1.0",1504179025141
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1504179025141
java.vm.version,sysinfo,,,"23.41-b41",1504179025141
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179027522
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179027627
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1504179029415
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1504179029429
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1504179029487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504179031193
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179032471
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179032609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504179032645
started,bundle,com.google.gdt.eclipse.platform.shared,2.3.2.r36v201106211634,"com.google.gdt.eclipse.platform.shared",1504179064374
started,bundle,com.google.gdt.eclipse.platform.e36,2.3.2.r36v201106211634,"com.google.gdt.eclipse.platform.e36",1504179064375
started,bundle,com.google.gwt.eclipse.core,2.3.2.r36v201106211634,"com.google.gwt.eclipse.core",1504179064761
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1504179064775
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1504179064783
started,bundle,com.google.gdt.eclipse.suite,2.3.2.r36v201106211634,"com.google.gdt.eclipse.suite",1504179064924
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1504179064955
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179069192
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179069276
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1504179069337
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1504179095158
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1504179095328
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1504179095398
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504179096579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504179098388
started,bundle,com.google.gdt.eclipse.designer.hosted,2.3.2.r36x201106161421,"com.google.gdt.eclipse.designer.hosted",1504179109406
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.3.2.r36x201106201351,"com.google.gdt.eclipse.designer.UiBinder",1504179129441
started,bundle,com.google.gdt.eclipse.designer,2.3.2.r36x201106201351,"com.google.gdt.eclipse.designer",1504179129451
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1504179129455
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1504179129462
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1504179137594
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179145620
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1504179145639
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179151065
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179151172
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1504179151190
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179158888
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1504179160371
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179162481
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1504179168967
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179170080
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179170195
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1504179170221
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179177457
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1504179179058
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1504179179540
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1504179181658
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504179279571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504179438075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504179452777
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504181887381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504181889485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504181900354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504181916839
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1504181918320
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1504181918689
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1504181918689
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1504181918689
stopped,bundle,com.google.appengine.eclipse.sdkbundle,1.5.1.r36v201106211634,"com.google.appengine.eclipse.sdkbundle",1504181918690
stopped,bundle,com.google.gdt.eclipse.gph.e36,2.3.2.r36v201106211634,"com.google.gdt.eclipse.gph.e36",1504181918690
stopped,bundle,com.google.gdt.eclipse.gph.hge,2.3.2.r36v201106211634,"com.google.gdt.eclipse.gph.hge",1504181918690
stopped,bundle,com.google.gdt.eclipse.gph.subclipse,2.3.2.r36v201106211634,"com.google.gdt.eclipse.gph.subclipse",1504181918690
stopped,bundle,com.google.gdt.eclipse.gph.subversive,2.3.2.r36v201106211634,"com.google.gdt.eclipse.gph.subversive",1504181918690
stopped,bundle,com.google.gdt.eclipse.gph,2.3.2.r36v201106211634,"com.google.gdt.eclipse.gph",1504181918690
stopped,bundle,com.google.gdt.eclipse.managedapis,2.3.2.r36v201106211634,"com.google.gdt.eclipse.managedapis",1504181918692
stopped,bundle,com.google.gdt.eclipse.maven,2.3.2.r36v201106211634,"com.google.gdt.eclipse.maven",1504181918692
stopped,bundle,com.google.gdt.eclipse.suite,2.3.2.r36v201106211634,"com.google.gdt.eclipse.suite",1504181918692
stopped,bundle,com.google.appengine.eclipse.core,2.3.2.r36v201106211634,"com.google.appengine.eclipse.core",1504181918711
stopped,bundle,com.google.gdt.eclipse.login,2.3.2.r36v201106211634,"com.google.gdt.eclipse.login",1504181918711
stopped,bundle,com.google.gwt.eclipse.oophm,2.3.2.r36v201106211634,"com.google.gwt.eclipse.oophm",1504181918711
stopped,bundle,com.google.gwt.eclipse.sdkbundle,2.3.0.r36v201105191508,"com.google.gwt.eclipse.sdkbundle",1504181918711
stopped,bundle,com.google.gwt.eclipse.core,2.3.2.r36v201106211634,"com.google.gwt.eclipse.core",1504181918818
stopped,bundle,com.google.gdt.eclipse.core,2.3.2.r36v201106211634,"com.google.gdt.eclipse.core",1504181918819
stopped,bundle,com.google.gdt.eclipse.platform,2.3.2.r36v201106211634,"com.google.gdt.eclipse.platform",1504181918819
stopped,bundle,com.google.gdt.eclipse.platform.e36,2.3.2.r36v201106211634,"com.google.gdt.eclipse.platform.e36",1504181918819
