what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1505228704289
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1505228705629
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1505228727790
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1505228729928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1505228787807
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1505228791258
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1505228795762
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1505228797180
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1505228797341
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1505228797627
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1505228830817
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1505228830832
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1505228834333
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1505228841116
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1505228844786
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1505228917359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1505228919734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1505228931079
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1505228933453
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1505228946464
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1505228946520
